,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,sequential_execution_time,execution_time,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8
0,37,3.7,5,0,10,13,9,11,10,12,9,13,11,14,9,13,12,14,11,13,11,14,0,0,13.8,16.6,0.9727211934156378,0.332,1,16.6,0.9727211934156378,0.332,13.8,1,172463627866,50,168.7004418373108,168.7004418373108,191.42048406600952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114,11.4,5,0,12,13,12,13,12,13,12,13,11,14,11,13,10,11,11,14,9,13,12,13,12.6,16.8,0.9538009259259258,0.336,1,16.8,0.9538009259259258,0.336,12.6,11,172463627866,50,152.66439747810364,152.66439747810364,180.83089137077332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41,4.1,5,0,10,14,10,13,10,14,11,13,11,12,0,0,0,0,0,0,0,0,0,0,6.4,9.6,0.9596249999999997,0.192,1,9.6,0.9596249999999997,0.192,6.4,21,172463627866,50,123.75922513008118,123.75922513008118,137.21976780891418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,36,3.6,5,0,11,12,9,12,12,13,10,13,9,10,9,11,12,13,12,14,11,13,9,12,9.6,13.0,0.967611111111111,0.26,1,13.0,0.967611111111111,0.26,9.6,31,172463627866,50,167.50042009353638,167.50042009353638,214.75037288665771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,23,2.3,5,0,9,11,12,14,11,14,10,11,11,13,11,13,10,12,0,0,0,0,0,0,6.6,7.6,0.9104034391534392,0.152,1,7.6,0.9104034391534392,0.152,6.6,41,172463627866,50,221.63607692718506,221.63607692718506,240.74217104911804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,188,18.8,5,0,10,12,12,14,10,13,12,14,12,13,11,14,12,14,9,10,0,0,0,0,14.4,16.0,0.9612557870370368,0.32,1,16.0,0.9612557870370368,0.32,14.4,51,172463627866,50,127.5268325805664,127.5268325805664,151.00118017196655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,19,1.9,5,0,10,14,11,12,10,14,10,14,10,12,11,14,9,11,0,0,0,0,0,0,5.8,9.8,0.9448412698412698,0.196,1,9.8,0.9448412698412698,0.196,5.8,61,172463627866,50,210.02342176437378,210.02342176437378,246.12530493736267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,85,8.5,5,0,12,14,11,14,11,14,11,14,12,14,9,11,9,11,11,12,0,0,0,0,11.4,15.6,0.9614641203703703,0.312,1,15.6,0.9614641203703703,0.312,11.4,71,172463627866,50,143.5555579662323,143.5555579662323,169.04693388938904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,50,5.0,5,0,11,14,9,12,11,14,9,11,10,12,12,14,11,14,0,0,0,0,0,0,11.0,12.8,0.9622883597883598,0.256,1,12.8,0.9622883597883598,0.256,11.0,81,172463627866,50,165.2287495136261,165.2287495136261,165.30174565315247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,88,8.8,5,0,9,13,9,13,12,14,12,14,12,14,9,13,11,14,9,13,0,0,0,0,16.4,21.8,0.9754890046296296,0.436,1,21.8,0.9754890046296296,0.436,16.4,91,172463627866,50,136.77816915512085,136.77816915512085,161.65007877349854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1.8,5,0,12,14,9,11,10,11,10,14,12,14,9,12,10,11,12,13,0,0,0,0,4.2,7.8,0.9147106481481481,0.156,1,7.8,0.9147106481481481,0.156,4.2,101,172463627866,50,224.7793960571289,224.7793960571289,258.3702063560486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,93,9.3,5,0,9,10,12,14,9,13,10,11,10,11,0,0,0,0,0,0,0,0,0,0,7.4,8.0,0.9428611111111109,0.16,1,8.0,0.9428611111111109,0.16,7.4,111,172463627866,50,119.65105509757996,119.65105509757996,140.29366993904114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,114,11.4,5,1,12,13,11,12,11,12,12,13,11,13,11,13,10,11,9,13,9,13,9,10,11.8,17.0,0.9595972222222221,0.34,1,17.0,0.9595972222222221,0.34,11.8,121,172463627866,50,142.67525386810303,142.67525386810303,190.95983147621155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,19,1.9,5,1,10,14,11,12,9,12,10,14,9,11,10,14,11,13,0,0,0,0,0,0,7.0,9.8,0.9422156084656084,0.196,1,9.8,0.9422156084656084,0.196,7.0,131,172463627866,50,228.214191198349,228.214191198349,228.2346796989441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,35,3.5,5,1,10,14,11,12,10,14,10,14,10,12,10,12,12,13,9,10,0,0,0,0,7.4,12.2,0.9683159722222221,0.244,1,12.2,0.9683159722222221,0.244,7.4,141,172463627866,50,172.01293301582336,172.01293301582336,179.23819494247437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,19,1.9,5,1,10,11,9,12,12,13,10,13,9,10,9,11,12,14,9,12,0,0,0,0,6.0,7.8,0.923148148148148,0.156,1,7.8,0.923148148148148,0.156,6.0,151,172463627866,50,219.235924243927,219.235924243927,234.71024298667908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,18,1.8,5,1,10,13,11,12,9,13,11,14,9,13,12,14,11,13,11,14,9,10,0,0,7.2,11.4,0.9661445473251027,0.228,1,11.4,0.9661445473251027,0.228,7.2,161,172463627866,50,188.9514091014862,188.9514091014862,295.38311529159546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,37,3.7,5,1,10,14,11,13,10,14,9,13,10,12,11,14,0,0,0,0,0,0,0,0,10.2,12.4,0.9767631172839506,0.248,1,12.4,0.9767631172839506,0.248,10.2,171,172463627866,50,133.62480926513672,133.62480926513672,153.02144145965576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,57,5.7,5,1,11,14,10,12,11,14,9,11,10,12,12,14,0,0,0,0,0,0,0,0,8.6,10.8,0.969128086419753,0.216,1,10.8,0.969128086419753,0.216,8.6,181,172463627866,50,127.71386051177979,127.71386051177979,145.81821727752686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,85,8.5,5,1,12,14,9,13,11,14,9,13,12,14,9,11,9,11,11,12,11,14,0,0,16.8,20.0,0.9667746913580246,0.4,1,20.0,0.9667746913580246,0.4,16.8,191,172463627866,50,157.76666569709778,157.76666569709778,194.83025407791138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,114,11.4,5,1,12,13,9,10,12,13,11,12,11,14,9,11,10,11,11,14,11,14,11,12,12.2,16.0,0.956560185185185,0.32,1,16.0,0.956560185185185,0.32,12.2,201,172463627866,50,157.05401253700256,157.05401253700256,177.4378547668457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,18,1.8,5,1,12,14,11,13,10,11,10,13,12,14,10,12,10,11,9,10,0,0,0,0,3.6,6.8,0.909230324074074,0.136,1,6.8,0.909230324074074,0.136,3.6,211,172463627866,50,237.32547760009766,237.32547760009766,270.72969818115234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,41,4.1,5,1,10,14,10,13,10,14,11,13,9,10,0,0,0,0,0,0,0,0,0,0,7.8,9.6,0.9596249999999997,0.192,1,9.6,0.9596249999999997,0.192,7.8,221,172463627866,50,139.12380456924438,139.12380456924438,151.45652198791504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,13,1.3,5,1,9,11,12,14,11,14,10,11,11,12,11,13,11,13,0,0,0,0,0,0,3.6,6.0,0.9546759259259258,0.12,1,6.0,0.9546759259259258,0.12,3.6,231,172463627866,50,154.7021791934967,154.7021791934967,220.6396358013153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
